,"Commerce de détail, indice en valeur (Brut)","Petit commerce, indice en valeur (Brut)","Alimentation générale, Petit commerce traditionnel, indice en valeur (Brut)","Equipements électriques et électroniques, autres machines, évolution des livraisons par rapport au mois précédent (Brut)","Fabrication d'autres équipements électriques, situation actuelle de l`état du carnet de commandes en fin de mois (Brut)","Activités informatiques et services d'information, évolution de l'activité par rapport au mois précédent (Brut)","Matériels audio et vidéo, indice en volume (Brut)","Fabrication d'appareils ménagers, taux moyen d'utilisation des capacités de production (Brut)","Supermarchés, indice en valeur (Brut)","Hypermarchés, indice en valeur (Brut)"
2017-06-30,-0.0026772453640617304,-0.007894207490718001,0.010371274852885692,-0.06230357428690899,-0.44671732841221345,0.17213108659347065,0.010680097989372786,0.03486905968161835,0.008968955033721077,0.008695159972891048
2017-09-30,0.017919812506449865,0.030883877265545565,-0.008789188259873452,-0.17777962950830126,-0.06766912183228417,-0.17156413199896228,0.10256536859313027,-0.02176199363781067,-0.002081263702440113,0.006742762852193204
2017-12-31,-0.018120286137623284,-0.02048685463701432,-0.01303894285237161,-0.023045052995053366,-0.3710326702743181,0.7875098060432277,-0.060383054896194145,0.015435210681741125,-0.006693142138213396,-0.012381325865470439
2018-03-31,0.01353229419312135,0.009731887096100967,0.015396879516877652,0.03098070776237243,0.13617308785376006,-0.6638087956895297,0.03638928091469076,0.010502459717245982,0.019709259717253645,0.019140303231956313
2018-06-30,-0.006443496732713834,0.0034780058275032818,-0.01609238572160754,0.022961882110257292,-0.009671223570140544,-0.008038468337637402,0.047769500167456326,-0.026913110694178555,-0.014912327457995386,-0.012405700104119824
2018-09-30,-0.02354847374237903,-0.028322683233983317,-0.0016738128894584852,-0.04780504993210614,-0.041017087530744206,-0.05793201089280645,-0.08114516002915934,0.0033781765114458905,-0.01220497842746312,-0.019523062144824202
2018-12-31,0.006997815131105795,0.0046850063072859105,-0.007392926040664989,0.2879369853813463,-0.22663708620887943,-0.6348573889941472,0.0066558303870007844,0.00894790055484257,0.008214192506042302,0.010025874517514827
2019-03-31,-0.004840464959204374,0.005954041124982157,-0.02151336180646482,-0.29979624301902347,-0.0291966639985128,0.6632560652493993,0.01634342318431189,-0.020091678576649258,-0.013656358688721145,-0.012752795002485417
2019-06-30,0.0016924454899388218,-0.01102280003798297,0.014385325699430985,-0.18969375515605677,0.016722167024900814,-0.11706055138020233,-0.04730648814775853,-0.012301305919243893,0.009903983181440035,0.007030879892623266
2019-09-30,0.004916386926488272,0.019987926697485517,0.006946465592043612,0.21982319938676262,-0.04646704008482402,0.045193431733511015,0.03271643654449657,0.010014614686948484,-0.00501083263294862,-0.001885365644716308
2019-12-31,0.004883190098956079,0.006219292081110921,0.012590089718734107,0.023777258141740254,-0.6312660297608316,-0.29218737402241396,0.004546783752403372,-0.011476563040674468,-0.0015347875222295505,-0.0009358364350268711
