,"Meubles, indice en valeur (Brut)","Commerce de détail, indice en valeur (Brut)","Petit commerce, indice en valeur (Brut)","Alimentation générale, Petit commerce traditionnel, indice en valeur (Brut)","Fabrication d'équipements électriques, taux moyen d'utilisation des capacités de production (Brut)","Commerce de détail, indice en volume (Brut)","Equipements électriques et électroniques, autres machines, évolution du stock des produits finis par rapport au mois précédent (Brut)","Fabrication d'autres équipements électriques, situation actuelle de l`état du carnet de commandes en fin de mois (Brut)","Activités informatiques et services d'information, évolution de l'activité par rapport au mois précédent (Brut)","Matériels audio et vidéo, indice en volume (Brut)"
2011-04-30,-0.013537938455594029,-0.0004329909449512642,0.01816913057521312,-0.0020427071317583164,-0.04855911967838345,-0.014471190550973154,1.364807283527619,4.3296787214313,-0.7888019761995524,-0.10525823265443808
2011-05-31,-0.005586009557225765,-0.010336466916470718,0.0018183790948415636,0.011844284462474956,0.011940385658794121,-0.009624751373683398,4.277483853236224,-6.608977663230242,1.5690163239347046,-0.18389888736329912
2011-06-30,0.09672675196298017,0.002666657998178109,-0.028402844532549643,-0.0010308799652132376,-0.020252868112291766,-0.0047373922474680495,-1.4345710165825523,22.24730392156863,-1.3633281469754928,0.08928742896247635
2011-07-31,-0.028636605669214166,-0.05392928967890931,-0.06019474882754536,-0.014201123383226101,-0.017660015251669235,-0.04030721002031111,-3.5023909076208737,-6.203631082062456,-2.2170752362385606,0.04342059809891851
2011-08-31,-0.12297564187314845,0.0472482094845163,0.03774114651349249,0.020591912772478904,0.03614959443673459,0.034445721773921426,1.2677053257339586,-1.2061728395061728,2.3671420337029128,-0.03068264511286316
2011-09-30,0.04298822754463501,-0.011169421874661042,-0.015899461191788592,0.04623140652371539,-0.06345864610333238,-0.016089715649854695,-0.3530812228279622,0.18593155893536117,0.0791158937918517,-0.04391230271564576
2011-10-31,0.0060674422376549575,0.004416547318015943,-0.0055637052238429255,-0.06943606368213058,-0.0011914158046393139,0.004722907952094142,0.6326865458695964,-0.9809476361057792,-1.4991578801053624,0.020845148735056922
2011-11-30,-0.03687831408898917,-0.023105024842071546,0.0046205452326957,0.0418857842328837,0.01103443592812351,-0.02030481638834617,1.1036066183305446,-0.18828717192705513,-0.8292395458220037,-0.010549277047247143
2011-12-31,0.0965258860517549,0.023687409277648553,0.029110589659146677,-0.01408436291118448,-0.03511454976873917,0.028131832379371013,-1.79170653907496,-0.031679627614855654,1.6570873205741627,0.11751975069738499
2012-01-31,-0.039424889820532064,-0.005473558605118685,0.0029140441118215283,0.0361058464736763,-0.07420329831562873,-0.012472084721991003,-0.3776758662936046,0.18135403510476378,-0.3941000699038959,-0.1306420517493827
2012-02-29,-0.03852028552309329,0.017842707861064407,-0.002588458763042234,0.04156457361854338,0.051646046261430885,0.006638803280023791,-0.41805471891066487,0.08520196015777892,0.471823888894394,-0.04915397475597133
2012-03-31,0.01695926857923568,-0.008579070204313572,-0.00513472468575357,0.025659408641018372,-0.007994643106331828,-0.010833203909424377,-0.98213699529489,-0.07035328529001217,-0.45236176506603754,-0.016471857549260574
2012-04-30,0.03506472812776135,-0.060762858931520114,-0.08599703776945673,-0.11223738012838087,0.009510652180869411,-0.0486340137102097,1.321205821205821,-0.2748169875509976,0.11335442505630966,0.12065408787332235
2012-05-31,-0.051772028090355145,0.030907023890974387,0.002072824112239774,0.04808080884832361,-0.029688196485413397,0.02428161954964824,-0.6339196978731862,0.28627370180605305,-1.1809587308305538,-0.039719985869041824
2012-06-30,-0.0015501470887332655,0.049571971593446416,0.08753968718253016,0.016696293624506364,0.0067779089142925575,0.055691057116013395,1.0799727085329385,0.47093277325816874,1.5974129829970236,0.0991360846366878
2012-07-31,-0.014688171953046794,-0.0418909691849906,-0.02225647451636284,-0.023834274617801868,0.019966535092542155,-0.0355762544456472,-0.5472235792216252,-0.6074105749943617,-0.851575783048549,-0.04121730511320067
2012-08-31,-0.03630297978041676,0.007280106821910466,0.0003228739677858701,0.03005069033400376,0.011560855980592609,0.0011109513570001159,0.4465022441855193,-1.291624754747674,4.396850722529493,-0.056519128820242556
2012-09-30,0.06697105474795398,-0.015913064248893178,-0.0330796493203491,-0.01374678989573555,-0.04860611055390392,-0.010818690689103724,-0.7508500702724759,-0.8388533701888177,-3.8133387930865297,0.02326360406131897
2012-10-31,-0.046101752354454524,0.005480750575375483,0.04620025534857255,-0.052415919125784645,0.03320468934426509,0.0018493285978515087,-0.9719937328632982,5.210519161173776,-3.4685123799339985,0.0038764753426630038
2012-11-30,0.0666345980792593,0.02424692827730438,-0.014014494490655272,0.033167566081125775,-0.009424537375910556,0.016093683495684234,-0.31840912186484527,-0.7044003795887113,2.497022139323656,0.04271639115074384
2012-12-31,-0.04358892784629132,-0.053085193361529504,-0.05355949270772682,-0.013919089419599105,-0.0443917670119052,-0.04312230575646263,2.5564679353953568,0.250205485352911,1.771975129501939,-0.03009614559195878
2013-01-31,0.007983657936804084,0.0362719080695044,0.06938634948175236,0.03595393276921033,0.05458456796638714,0.0419721807419932,-1.5522969647251845,-1.4814248700657568,-8.205430835259161,0.04531235621782296
2013-02-28,-0.04270338195418077,-0.054740513124104655,-0.05577216824317635,-0.09203172892698869,-0.026943917897246997,-0.05360822353474089,-2.0758185721953835,1.1372725861352588,7.426282051282052,-0.07855116906061249
2013-03-31,0.019979079337184,0.030930078511466758,0.011509802485412314,0.05595843543630284,0.03974067258511183,0.02653996749520264,1.9930623839178412,-0.39398345037448296,35.18055555555556,0.05671829376955013
2013-04-30,0.03910218916860264,0.016936400924495252,0.05098145926814455,-0.04857591661122987,-0.005649826601850545,0.026843657776351337,1.636354389177093,-0.6858567190186391,-33.375567947129284,0.01983883887989491
2013-05-31,-0.01473705635933268,0.007101273651302863,-0.005379523149280803,0.08886392823736496,-0.009581975065743362,0.001574708855868797,2.309273329436977,0.5242170690891704,-2.3809373057754666,-0.006171140782412585
2013-06-30,-0.004186191197612543,-0.046915756558958945,-0.04214608296208763,-0.044541748870406205,-0.0019590188980086742,-0.04480352751264846,-3.945231469769796,-0.9216634429400385,1.9147530468899854,-0.08154652185949068
2013-07-31,-0.022204658335266615,0.0707975128079502,0.052015048860094455,-0.0028886726521857933,0.021692953534316328,0.06786608800020578,12.69260838663824,-0.631258234519104,4.141681882526721,0.04957754366375994
2013-08-31,0.02725235816467189,-0.01604789399196011,-0.013998497026630752,0.02530989788289461,0.04441878524681731,-0.01656706002651961,-11.583580776421424,0.14403718683293998,-4.784494530183202,0.06376465340234451
2013-09-30,-0.018679873351873766,-0.035976598099847046,-0.018965078430798667,-0.11718777510150846,0.05871596846933171,-0.02605589086560261,11.393104585945233,0.5434969853574506,2.2133928940146665,-0.020099072966070018
2013-10-31,0.038448020534303504,0.030621323593985394,0.02834342279684039,0.08613528738290169,-0.047594146860744854,0.03242673130334236,-11.707692307692309,-0.17088716623600353,-2.27950392942181,0.017600132328911423
2013-11-30,-0.00042609617170498784,0.02123761314432321,0.001408650887046464,-0.008347497277661098,-0.006949968028197719,0.02204420235601753,-0.7772629647392455,0.097166115276201,-0.684905111769786,0.03235261959561632
2013-12-31,-0.014960885615388393,-0.026842504555954265,-0.015958783613973213,0.010078517570631322,0.03049628163058314,-0.024096737485933967,1.0462476386019681,0.15131524315864586,1.879591243555814,-0.050537768344583706
2014-01-31,0.06106093289958094,0.005802051043207197,-0.011728206248634538,-0.007718984140310364,0.01887059081931084,0.0037225536439804,-6.874033678911728,0.21222418879056043,1.4821502843962857,0.06950076889635808
2014-02-28,-0.02995645551496146,0.003124167179157913,0.037598501155402704,0.02947426753508521,-0.007229216337497596,0.0025230551784051793,5.915295183451608,-0.6433045689029142,2.2539982030548065,0.019231645383365775
2014-03-31,-0.04984183177532925,-0.02786284439531321,-0.0472862831485621,-0.045680724312644215,-0.03192758541038138,-0.023036813836171274,4.132140006840725,-0.1825569161788987,-4.726304210016034,-0.04222804361543178
2014-04-30,-0.025049048077645672,0.05325013402536396,0.054276421130142145,0.08989239097871633,0.0132062640229869,0.044444601652962816,-2.3321490539535654,0.0687658488980658,0.010448080330117682,0.0040700184540617135
2014-05-31,0.05588900862937982,-0.008857615210436539,-0.01238074829739439,-0.07972665289338222,-0.009293002318453147,0.0009742090960366302,-1.0428045638571954,-0.31354279618034897,-2.746656981285344,0.1600542738418829
2014-06-30,-0.07880114703083604,-0.03550090313597756,-0.033198777372272135,-0.006481058044712239,0.030800249066679622,-0.030511885775043834,-1.679937304075235,-7.787322451104335,2.128521820618141,-0.09214980510329485
2014-07-31,0.19621862762266615,-0.006991824111386182,0.02013866001428786,-0.04569619901594445,-0.0514492753623187,-0.006807984944987357,1.5841010792313766,3.2556781748844115,-0.1494203637822189,-0.036526672447359715
2014-08-31,-0.04835942365714944,0.003113257922683646,-0.008101961461864248,0.021309104188175054,0.06269578280767812,0.0034836616602381804,0.17224455131686794,-1.4309482829276288,0.29286524311904477,0.019295816700600377
2014-09-30,-0.07412617898443302,0.01878235022805309,-0.014654622232955532,0.04987100390734117,-0.06742398115931063,0.008233794313561775,-0.5241884533229039,7.574464496542418,0.1900520299969535,-0.11299757117686678
2014-10-31,0.0017199664719078633,-0.0025584634470258083,0.015667814437822752,0.030806790142595783,0.01454790424499578,-0.0026929865666366205,-0.9239101600495181,1.9747551913327315,-0.04436035297789864,0.04508765675868125
2014-11-30,0.01749704887972024,-0.033061236604330954,-0.03263990182198237,-0.057369149509335166,0.0020742233597421493,-0.029674067547206324,-0.969002353793228,-0.466351047461238,1.789247975164673,-0.007603410659075452
2014-12-31,-0.026401817112174392,0.051600267924315005,0.04833618420254509,0.007358122553852735,0.016449095156491997,0.051311234421105134,2.8424894041386186,-1.3094967338700927,-3.5674181329423265,0.03322085808720361
2015-01-31,0.0467434664678005,0.0036111915076903513,0.015798355578923166,-0.007946318770679375,0.00454444335160813,0.008569183050425186,0.6554392740591175,1.2311551278835473,1.0140896322778346,0.018353163419873586
2015-02-28,-0.01833931896781073,-0.009943744518338588,-0.004686459781982101,0.05677671044916653,-0.02991614108152473,-0.011176619465810295,4.722309417040359,16.495916621295798,0.30968693526907476,-0.011202211243741655
