,"Meubles, indice en valeur (Brut)","Commerce de détail, indice en valeur (Brut)","Petit commerce, indice en valeur (Brut)","Alimentation générale, Petit commerce traditionnel, indice en valeur (Brut)","Fabrication d'équipements électriques, taux moyen d'utilisation des capacités de production (Brut)","Commerce de détail, indice en volume (Brut)","Equipements électriques et électroniques, autres machines, évolution du stock des produits finis par rapport au mois précédent (Brut)","Fabrication d'autres équipements électriques, situation actuelle de l`état du carnet de commandes en fin de mois (Brut)","Activités informatiques et services d'information, évolution de l'activité par rapport au mois précédent (Brut)","Matériels audio et vidéo, indice en volume (Brut)"
2015-03-31,-0.00640130353817496,-0.02846893163674798,-0.025444947197019938,-0.09597952401301268,0.025102804975588814,-0.03355504748612048,-5.159517766497461,-19.257913043478265,0.3381052021669188,-0.05039148984861522
2015-04-30,0.04577206141029786,0.024381558028616867,0.009386296625168237,0.08314405748826459,-0.001695300398670465,0.02446289351689637,-1.6268731207927059,-14.26894117647059,1.8017418888688788,-0.030547481821569952
2015-05-31,-0.08397343510824143,-0.029513876978470403,-0.030496760892571792,-0.01673397941396621,-0.006759524072076202,-0.034856543927875,0.17688384503664656,11.775433577686394,-1.7925693224719412,-0.1254231613029684
2015-06-30,0.06069193851973253,0.057000236894427576,0.07631716170319897,-0.019090135893649836,0.007009527436561705,0.059677580353582824,-3.498826291079813,3.2094663616707924,1.5747573885180732,0.1000748243392682
2015-07-31,-0.05705254083994741,-0.011839538438718563,-0.03766995716148272,0.04655825383047886,0.015322614119100533,-0.01597076441676902,2.8368055555555562,-0.5056257030014462,0.6847133440370174,0.01438330939764191
2015-08-31,0.07834391553187034,-0.015988054557240422,-0.0038144753940523705,-0.02856528870985597,-0.081815796930792,-0.013925671394208021,2.4140905017921144,0.05189274656646092,-1.6332194978519774,-0.005811931471621977
2015-09-30,0.008176135619161865,0.026243575945597144,0.034469540631208315,0.0014929763658367637,0.051253458478417425,0.026326139099088867,0.7540059034366436,0.32342982268746,-0.2565103246799122,0.08488401093006179
2015-10-31,0.0035641949760585913,-0.01035060920446464,-0.03275796408676185,-0.04738637676931862,-0.002458060614723378,-0.014261863846848175,-3.055076480854122,-0.06684467737896849,0.36758742511635156,-0.02195108052099691
2015-11-30,-0.045779619490687026,-0.03520509922626988,-0.024753638648861827,-0.020431485591046395,0.012098950222520478,-0.03642855148517277,0.7065415612683101,-0.13792796760067672,1.1668161335680516,-0.06155107009042933
2015-12-31,0.03554667356664763,0.027170845034462522,0.03786415108305893,0.0403031905282828,-0.007445983017850561,0.026852758908802815,0.755831095329355,-0.27718117372279283,-3.034798767863455,0.0188629733468926
2016-01-31,-0.03081627464886085,-0.019734797316270807,-0.030838144700940116,-0.013544857720607907,-0.01277342136095571,-0.014654297848926214,-0.24553146986119015,-0.3937833067626201,41.37851976450799,0.06472214282662384
2016-02-29,0.04714002527012213,0.03757489891332051,0.05341306111831625,0.05882464939558508,0.036387491299164396,0.03383360528964816,-0.16187739463601541,0.011723219681994523,-36.39758461782934,0.17741114517503737
2016-03-31,-0.053742896567260945,0.019598830109579843,0.058672699010790655,0.005059272424829411,-0.023085696381193694,0.016215490208977546,-0.5961771282883961,-36.68526077097506,-1.828357240215487,0.2314625033337085
2016-04-30,0.07157685500978636,-0.03435848460225034,-0.024073515373214394,-0.056630022062192975,-0.002170480540338299,-0.021577864414121743,-0.8069301865557108,36.7156518345043,-2.3506193607200143,0.12264274179802881
2016-05-31,-0.09775619557677265,-0.014172237726961048,-0.0379354279974623,-0.02299780680724462,0.03807037967637135,-0.02317522200563137,12.814984709480122,-0.11378750386637804,-3.6490583933041303,-0.4042634648475625
2016-06-30,0.14518263600280767,0.020210692215171484,-0.022754704667906182,0.01280862971489986,-0.03801571009209507,0.02427966955470478,-11.661240310077519,-2.1562028686632395,4.115101862094395,0.001400086801886885
2016-07-31,-0.1118764908990951,-0.031301350099473005,-0.03924558355892942,0.04327548451154588,-0.009954448155173363,-0.038816853099008564,0.641860465116279,-7.969470985784199,-0.6751075096847565,-0.164335266552447
2016-08-31,-0.08798578614351941,0.01165929003188106,0.031018446134369704,-0.052536550726202336,0.059764881089665586,0.009805148769350479,0.03451507691538677,4.385908209437622,0.540452158763148,0.015062442579261065
2016-09-30,0.04598423206507854,-0.014095394186877495,-0.031479950560818724,0.009257352991284419,-0.06402002419049121,-0.012734272502674775,0.7304788031335726,3.9528470946642167,0.654480786385054,-0.04726666648091547
2016-10-31,0.05871653261462714,-0.001126013574494867,-0.004599553461145968,-0.012668024575953046,-0.01028159542733004,0.0067495635946078335,0.8838625489343195,0.7439176451378269,-0.08978333501798957,-0.038364985895019854
2016-11-30,0.011695996595916889,0.03334859652183916,0.05339471623546223,0.07218306119112032,0.015150607568843432,0.031490382651501635,0.9218054672600127,-0.475099799497841,1.1050137779211984,0.022659855470553346
2016-12-31,-0.025751159994963448,-0.007956108900618389,-0.03311148183963019,-0.02747874441575246,0.028207206586516813,-0.010251195995707238,-2.473397215310498,-65.57668511885379,-1.7378933555404146,-0.057128673020213724
2017-01-31,-0.11033494992883919,-0.022915694509603044,-0.01865592728196268,-0.03624140083582905,-0.016349598785512814,-0.03990065175771428,-0.6788087876417735,71.56554054054054,0.04507936507936505,-0.04942660108129682
2017-02-28,0.1347126964452867,0.006164282916048598,-0.006084116120875088,-0.0050103251296550015,-0.005905848117901161,0.015793129346763843,0.7766815274277962,-0.8885794743429285,-0.5088607594936708,-0.0421910466401145
2017-03-31,0.04628270432710884,0.020932799896797694,0.024657752973373234,0.05301308600233205,0.005004948884914344,0.02814511320057337,2.9483558994197296,0.28774399876452206,0.5539161918661766,-0.06930408013904678
2017-04-30,-0.12906750402260558,-0.010380204075220641,-0.04863402906565539,0.04367069328023766,-0.017183414643358055,-0.02588518194190605,-0.7611851262676486,7.361843706031081,3.3052475979305247,-0.08266590180178243
2017-05-31,0.08050792490121594,0.028929385252134444,0.056472188488075045,-0.012636049696815838,0.013681240205577313,0.03891812451280596,-1.7455574568908776,-3.9950029394473834,-3.891447249611731,0.18826051100254232
2017-06-30,-0.12509959226561954,-0.026580917269098992,-0.031520781894573656,7.91809752352518e-05,0.01729026231859323,-0.03595335796012898,-0.12637990102778845,-4.706992751820338,1.1025929114616184,-0.07355431523264153
2017-07-31,0.17178960649434039,0.015021693619345371,0.04519199396537589,-0.1257901420354181,-0.013652493689860237,0.030839056990605143,-1.6157528957528957,-0.27750148267389674,2.8326253819211558,0.25165730956504684
2017-08-31,-0.04090407230656942,0.001477498566357982,0.010380661605432722,0.07535331482528167,-0.043182708179925866,0.001293991597748359,1.1875653668687234,-0.19641595775465537,-2.9246813615234664,-0.06665443836517383
2017-09-30,0.02306526451527526,0.03726024533364625,0.037078976225828085,0.024069262430516082,0.04388385320669455,0.0348249408514929,-0.1884444877478444,0.2709100749316996,-0.4226364163945763,0.12269323457951782
2017-10-31,-0.11077150989786322,-0.07947286885426032,-0.07339705309032021,-0.02573844148314438,0.010129305184341578,-0.09030104649319726,-1.3284976768198244,0.6174842522937725,0.6760098396360896,-0.15500966851358922
2017-11-30,0.10690925256663877,0.06136856779233535,0.05766245487083743,-0.012519988490888112,-0.0013100685755432634,0.06709190985812771,1.0980780964002441,0.6294685056570399,-0.2811580955911158,0.11030160277790896
2017-12-31,-0.08992662511566857,-0.036256557350944886,-0.04572596569156018,-0.0008583985830823426,0.004681465899613928,-0.04172357639894542,0.29840703103542976,-2.3600507687737666,1.9676776740847095,-0.13644109895290218
2018-01-31,0.10012083352791123,-0.0003723655319331034,0.02791778544241387,0.062053141604436673,-0.02001476503394599,0.00437604948586485,6.45367803985698,0.15312211841258244,-2.3939296771340115,0.0770451156708917
2018-02-28,-0.1280408870097156,-0.0021361034212649295,-0.03031153524702565,-0.041848131409511546,-0.0011613033421225879,-0.0006086380090287924,-3.3915199603272996,0.20826042343097062,2.29280964332167,-0.07674541647221303
2018-03-31,0.12500523432508487,0.043105351532562085,0.03158941109291468,0.025985628355707828,-0.00922155332590098,0.03594955730489668,-3.52600988084859,0.047136721717727176,-1.8903063532562474,0.10886814354539359
2018-04-30,-0.09205383557472999,-0.07935760677248943,-0.022080936790547574,-0.03523193384826152,0.014592002678528634,-0.06464189995940472,0.3226749669873609,0.21311954839234507,-0.7925126271335832,-0.10311347191290385
2018-05-31,0.010851503828177213,0.03267553461395779,0.009558726553947936,-0.02455628428801662,-0.05245807086187078,0.02096498227003744,-1.7898427298018504,-0.22632041969606023,-3.9662909060921256,0.09486521849877783
2018-06-30,0.0728957202585489,0.027351581960390135,0.022956227719109483,0.011511060971455519,0.01384631906169067,0.028545401281977724,-0.9671091737665947,-0.015812799406706463,4.734688128212797,0.151556753916495
2018-07-31,-0.14818252476093777,-0.03697683099940069,-0.038189907757945916,-0.006954133944695349,0.021556247907249262,-0.04386620739477946,6.593037214885954,-0.33442397638924515,-0.044198467658759365,-0.22769972950192746
2018-08-31,0.12493784442195968,0.029707409992993167,0.023893208261812522,0.050209905686864245,0.015587042440044016,0.03134002051792459,-3.382955726460195,0.1665659685151303,-0.1996757821255885,0.05381196669757099
2018-09-30,-0.06661237441272297,-0.06337600022072956,-0.07067135020581655,-0.04827721041054435,-0.01141705819768346,-0.06988918567298405,0.7493240129052084,0.04480674528188222,0.07007821710592851,-0.06954771728312154
2018-10-31,0.04553484041284046,0.07363581153351106,0.08371248132577487,0.01962711183996993,0.008899794513841446,0.08387148131356482,-2.393713278495887,-0.6430636293591611,0.010718378774175558,0.12431835777103327
2018-11-30,-0.018616967734107565,-0.02841322189174357,-0.011999930496606212,-0.007271882767556982,-0.03364403929461242,-0.025031785119237367,-7.109909909909911,-0.39166491335833464,-0.5244655514540919,0.043226304884175615
2018-12-31,-0.024554543540141062,-0.02422914424845011,-0.05765753190731093,-0.03453400719440791,-0.01524989334771477,-0.030142939887674365,8.641350210970465,0.35481728409085744,-1.3908249943025255,-0.14757717149420654
2019-01-31,0.07285204154177086,0.04089160571793568,0.06206189765639487,0.08096221062645886,0.023208928483359696,0.04518462987107781,-0.45691704684186857,0.13387346492483143,2.565621606040797,0.10767139262601234
2019-02-28,-0.007779027818650211,-0.014180278271462938,0.021614229085641243,0.04592450027498125,-0.0043259317174034525,-0.014864968316923799,-0.10227353971545006,-0.281857268326559,-0.9560468335346446,0.000290454164778603
2019-03-31,-0.010539417421155162,-0.04123272232408586,-0.06581400336708965,-0.19142679632083456,0.01118789511959407,-0.036312598059560934,-1.639630888780962,0.06039381140618916,0.3801934232420456,-0.058931577237855276
2019-04-30,0.09111099759415454,0.0810372086711045,0.05134190132954417,0.14598094823779567,0.011994948973615001,0.06743092600634537,1.4591609725091375,0.1445675444286626,0.6454990365648107,0.15049101398751774
2019-05-31,0.03397473004886929,-0.03076861079029091,-0.015653397598374724,-0.05319832147010026,0.023923541299089066,-0.022323607810559015,1.1011114123068584,0.135745689292113,-2.2789430720896555,-0.09168707275689267
2019-06-30,-0.15824432814122483,-0.04519126141099713,-0.06875690384511836,-0.04962664966940246,-0.026733257282179138,-0.04679826533772689,-0.8072882999353589,-0.23014673264607316,1.2822623813842378,-0.20072340567390065
2019-07-31,0.0995974427707553,0.05811373399239873,0.09987512085894343,0.12477451324114736,0.01712329089503424,0.06047689085161449,1.1597503373819165,0.36214933337895094,-0.36096741499715385,0.17662738509447135
2019-08-31,-0.01339214418303146,-0.01364502508686862,-0.019947514434930105,-0.04364139193617972,-0.014064209028003028,-0.009270614403083636,-0.8289473684210528,0.012178282970539689,1.0398234870091985,-0.14570521412119863
2019-09-30,-0.03946080656342624,-0.029719548126065296,-0.019963826331556772,-0.0602937245288368,-0.02346137090108295,-0.026884429426891853,0.6709228693034359,-0.5137287366039627,-0.5432757768115116,0.06722713866021698
2019-10-31,-0.005888379316090507,0.024499170026811876,0.012457554330456958,0.04494746781813838,-0.0013339945324191832,0.01953488548404694,-0.6179506328871526,0.32920312932088025,0.09463066899498015,0.01556962192094358
2019-11-30,0.06869731628731884,0.02766328566149411,0.011798029101262817,0.15591219673182177,-0.0020915329614934856,0.0280114720177405,-1.4716275704034252,31.178846923032975,-0.588844535384353,-0.004474145209336462
2019-12-31,-0.06822506009970827,-0.037512885391437746,-0.005597707188387011,-0.16308939539375783,-0.013484756927565872,-0.03350255839617346,1.7038613560352691,-33.40184814163635,-0.382348255677869,0.002544874545602996
